SARS-CoV-2_L2FC,padj_SARS-CoV-2
PPP1R14C,-0.1621430699,0.6019798086
GJB6,0.3241859422,0.5093201034
BCKDHB,-0.1026304553,0.855484044
SYT16,-0.6345738843,0.2340704375
KATNAL1,-0.0465304187,0.9086423768
LIPK,-0.1269377731,1
ZNF623,0.0931920087,0.7845982536
PREB,0.2797241937,0.1813139299
GJD3,-0.1732134796,1
RGS9BP,0.037617069,1
SNX8,0.2338802798,0.4719767925
ZNF155,-0.2062674799,0.6426360512
ABCB11,-0.3458982886,0.6196837063
BNIP1,0.0945410425,0.8783054234
PPHLN1,-0.1009244742,0.7437820465
TMEM104,0.0706502905,0.853730615
IP6K1,0.0788870277,0.8542499517
EXOSC3,0.1128440814,0.7905393232
SERGEF,0.1802643442,0.69570092
TOP3A,0.1259237414,0.7428175876
RSPH1,-0.169438125,0.8131610312
LSM10,-0.1743390742,0.7183098403
ALDH1A2,-0.2242197425,1
SH3GL1P1,0.2816913046,1
CECR6,0.1212234809,1
LINC00669,0.0463509258,1
CELA2B,0,1
NUGGC,0.149945008,1
LAX1,-0.0354033803,1
CLDN2,-0.0641410312,1
TEKT1,0,1
LHFPL1,-0.1811748764,1
STPG2,-0.0768383898,1
MIR4768,0,1
GCG,0,1
THEGL,0.0385221105,1
SLCO2B1,0,1
LOC341056,-0.1122543873,1
KCNH5,0,1
SH2D1A,-0.0428080716,1
RNASE13,0,1
PCSK2,0,1
PROKR1,-0.031239275,1
CLUL1,-0.1202963801,1
MIR412,0,1
AKR1CL1,-0.1435819638,1
C20orf201,0,1
KRT77,0,1
ARL14EPL,0,1
SYT9,0.0129244493,1
FAM180B,-0.031239275,1
OR5E1P,0,1
FRMD1,0,1
PKLR,0.0661300831,1
TBC1D29,0.0508197963,1
MOG,0,1
CHRNA2,0,1
CYP2B6,0.0407921979,1
SEC14L6,-0.0346883897,1
KLHL23,0.0456635501,1
LINC00310,0.0692696606,1
RFX4,0,1
TMEM30C,0,1
RTDR1,-0.0779621815,1
MIR4677,-0.0347128111,1
FAM27B,0,1
EFCC1,-0.0972415336,1
LOC100505978,0,1
MFSD6L,-0.0100156205,1
QRFPR,0,1
OR1L8,0.0195616224,1
ANXA13,-0.2935575467,1
PPY,0.1047652944,1
LOC388948,0.0562015791,1
PPP1R1B,0.0497394245,1
MIR5006,0.0450816015,1
XCL1,0,1
OR2L13,0,1
TLX1NB,0,1
KRTAP5-6,0,1
MIR4489,0,1
CMKLR1,0,1
FKSG29,0,1
MIR541,0,1
MKRN3,0,1
MIR548H4,0,1
WDR93,0,1
FAM215A,0,1
MIR4743,0,1
C2orf50,0,1
LOC100507600,0,1
CACNG2,0,1
MIR4793,0,1
FBXO40,0,1
MIR874,0,1
C8orf74,0,1
ABRA,0,1
VCX3A,0,1
VCX3B,-0.0008149813,1
FAM163A,-0.031239275,1
B3GAT2,-0.0620516918,1
LINC00478,-0.1197455507,1
SCRN3,-0.1613727252,0.5830830664
THAP10,-0.2605725739,0.7463508865
GOLGA5,-0.0079781609,0.9857433342
CASC3,0.1205798232,0.5562544048
MIR936,0.6833867264,1
ZNF680,-0.4323132085,1
SNORD48,-0.0523614965,1
PRRC1,0.1332439281,0.465120952
USP32P1,-0.1980134741,1
IPPK,0.0908001061,0.7777787653
ZFYVE27,0.1885178763,0.4259911969
VHLL,-0.0779621815,1
ARHGEF26-AS1,-0.2696582989,1
FLJ40292,0,1
ALG1L2,0.0195616224,1
TEX13B,0,1
CYP2A6,-0.1258518427,1
SPAG4,-0.0074317125,1
TRMT61B,-0.0423642478,0.9428681122
CCDC112,-0.289484562,0.4952965072
SAFB2,0.0318744834,0.9029013867
PGAM5,0.1415107853,0.6545000329
SKIV2L2,-0.1754572529,0.3187599403
LAMB2P1,-0.162222941,1
NPFFR2,-0.134658354,1
C4BPB,0,1
METTL21C,0,1
SNORD75,0.0011986614,1
CXADRP2,0,1
SLC6A7,-0.0373094419,1
LINC00565,0,1
C9orf153,-0.2473270031,1
CRB2,0,1
H2BFXP,0.0450816015,1
S100B,0,1
DUSP15,-0.0948997521,1
CPXM2,-0.1068452591,1
SIGLEC15,-0.0407475915,1
LOC400558,0,1
PLCZ1,-0.0428080716,1
LINC00671,0,1
ALDH1L1-AS2,0.036392744,1
MTUS2-AS1,0,1
TSKS,0,1
AMPD1,-0.1049638803,1
LRTM2,0,1
LOC151009,0.0535725318,1
LHFPL3,0,1
CNTF,0,1
LOC100134317,-0.0447319424,1
KCNJ11,0.0450816015,1
PNMA6C,0,1
C1orf111,0,1
LOC100271702,0,1
FAM205B,0,1
HSD17B13,-0.2292207763,1
RHOXF1,0.0661300831,1
ART5,0,1
ZNF98,-0.0669713558,1
C1orf141,0,1
WIF1,0,1
A2M,0.031124483,1
TXNDC8,0,1
CPB2,-0.1361506583,1
MIR4728,0.037070624,1
TAS2R31,-0.0750006719,1
C9orf171,-0.0428080716,1
GPR114,0.1047652944,1
MYO7B,-0.0568665068,1
MGC32805,-0.2858750228,1
C4orf6,0.1046301859,1
CCDC36,-0.0970178668,1
OMP,-0.031239275,1
C9orf139,0,1
LOC145474,0,1
TSPAN16,0,1
C20orf173,0,1
OR2A20P,0.0450816015,1
TAS2R60,0,1
LINGO3,0,1
ADH1B,-0.0428080716,1
CGB2,0,1
PPP1R42,0,1
CYSLTR1,0.1046301859,1
HP,0.1012231086,1
ARMS2,0.0450816015,1
NLGN1,0.0028253152,1
TAS1R2,0,1
OR2L2,0,1
ST8SIA6-AS1,0,1
TMEM26,0,1
MIR4678,0,1
RNASEH2B-AS1,0,1
MIR4514,0,1
AIPL1,0,1
RCVRN,0,1
MIR3188,0,1
LOC100128675,0,1
DBIL5P2,0,1
C2orf40,0,1
CPXM1,0,1
OXT,0,1
PSAPL1,0,1
C5orf64,0,1
KCNK17,0,1
CRISP2,0,1
SMLR1,0,1
NKX2-6,0,1
PPP3R2,0,1
OR1B1,0,1
MPC1L,0,1
LOC643406,-0.0428080716,1
TPTE,-0.0948997521,1
FAM221B,-0.0982662726,1
LOC100216479,-0.1586090029,1
CTR9,0.0592114729,0.8463161078
PEX11A,-0.2863945158,0.2915449397
LOC100506844,-0.3706907096,0.6008973442
C14orf169,0.0910419635,0.8048857696
POM121L2,0.0500899447,1
PRICKLE2-AS2,0,1
SLC34A1,-0.0154653604,1
ANGPTL7,0,1
CR1,-0.0169715755,1
NAF1,-0.1215810492,0.8234383423
ZNF709,-0.1420661072,0.8796610436
PLB1,-0.1315757536,0.8660185328
PACSIN2,-0.0029865679,0.9951875405
ZDHHC9,0.0302445792,0.9154186842
OLA1,-0.1311928261,1
TMEM209,0.0060373266,0.9916394549
TGM4,0.0593964113,0.9440245387
CELSR1,-0.0710894217,1
USP35,0.2707782613,0.2085265677
PFKFB1,0.3698540688,1
H6PD,-0.1068977982,0.6793718448
NVL,0.038038089,0.9262726041
TMEM156,-0.0621430377,0.8960634429
C12orf42,0.0195616224,1
AGO1,-0.0094233059,0.9813100492
FAM120B,0.1190726052,0.6974798349
ZNF214,-0.3990665742,0.4512176817
RHBDL1,-0.3863191981,0.5632623252
LINC00526,0.0201988995,1
P2RY1,-0.3212996918,0.5874709566
TAL2,0.3082885736,1
DPCR1,-0.0617641234,1
DPY19L2P3,-0.0159644602,1
GPR62,0.0195616224,1
PDLIM3,0.036392744,1
POU3F2,0,1
COQ5,-0.2057751097,0.5291387415
STOML2,0.1107094945,0.6418861647
CYP8B1,-0.0779621815,1
CXXC4,-0.0709511784,0.9439100405
DOT1L,-0.0246854964,0.9732461649
TMEM61,0.1187351753,0.9003284511
C17orf80,0.0091387081,0.986552987
HEATR4,-0.1195779662,1
BZRAP1-AS1,0.0872932005,1
COPRS,-0.0987176025,0.8375878129
TMLHE,-0.0707792203,0.9040654584
EOMES,0.1464508734,1
LOC100288198,-0.5637597576,0.220861097
EP300,0.046183477,0.8437838799
COQ3,-0.0768535081,0.8950873623
ATP5SL,0.2477996212,0.4237140636
C2orf76,-0.1902370942,0.7170743217
ARL6,-0.0258550017,0.9763293744
PCDHB13,-0.0994792352,1
FAM115C,0.096459212,0.8769505704
POGZ,-0.0027142605,0.9936014246
SCG2,-0.223805916,0.7818425234
SLC17A6,0,1
LCE3C,0.05209032,1
FMO9P,-0.0929384931,1
RS1,0,1
HYPK,-0.0447319424,1
MRPS2,0.2555727796,0.422461911
MYL6B,0.1399891111,0.5632623252
FAF2,-0.0427488918,0.8527889955
CPT1A,-0.2941745662,0.0594804368
BEND6,-0.1198148862,1
KCTD3,-0.0623165647,0.8171983636
SUPV3L1,0.0106178901,0.9808120618
ETV2,0.0562265791,0.9583345134
LOC100505783,0.1550682536,1
BARD1,-0.0274647177,0.9795462453
EIF2B5,0.080757907,0.7853187072
FAM104A,-0.0992815747,0.8311042037
DIMT1,-0.2287738037,0.6234739155
HSPA14,0.0921129517,0.8599214326
PRB2,-0.0428080716,1
ZNF33A,-0.1269763226,0.6691428907
NAPEPLD,-0.1459095982,0.7969588068
ZNF22,0.1663970728,0.7522938136
C12orf65,-0.1181158247,0.7574209871
OAZ3,0.0806985992,0.9343688932
ABCG4,-0.2565664078,1
ARMC9,0.2719244285,0.2407117572
ELAC1,-0.3106161591,0.455502795
SF3A1,0.0459551902,0.8740249078
PLA2G16,-0.1221503197,0.855484044
SP2,0.0469817932,0.9021376201
TERF2,0.0615893497,0.8549280988
MAML2,-0.1260739637,0.7000336617
TATDN2,0.2486474132,0.1629780209
GOPC,0.0862551636,0.7635467935
ILF2,0.1583118236,0.4692035449
ZNF74,-0.0388160318,0.9530919065
SNORD94,0.0117264582,1
INPP4A,-0.0902677356,0.7821131664
ZNF271,-0.0869113955,0.8051784795
SF3B1,-0.0614021541,0.7734190341
THRAP3,0.0595729813,0.8044594057
SHQ1,0.0052264316,0.9916394549
LARS2,0.0532954692,0.8451122722
HDAC1,0.0406232684,0.8525254261
RBM4,-0.0042394688,0.9930473137
LOC100506060,-0.0078283157,0.9937441724
FZD3,-0.2038817068,0.5978097816
C22orf26,-0.1267203208,1
C9orf66,0.1378337235,1
SNORD4B,0.2164289384,1
MLLT10,-0.2024117346,0.169194747
PITRM1-AS1,0.1727592913,0.8511635298
KCTD21,-0.0591270216,0.8813484032
C14orf37,-0.1474435773,0.8752817645
FGF12,0.151465447,1
MCF2,-0.7601724854,0.1147864939
EVPLL,-0.0655207082,0.9484686284
PSD4,0.1198288912,0.6842972734
NDUFS1,-0.0207713355,0.9584645045
G6PD,0.0404963557,0.9107350166
KIAA0922,-0.1502900006,0.5198873261
PIGO,0.0481181873,0.8893085969
STT3A,-0.0476841269,0.8783054234
CEP135,-0.2104823083,0.644501871
TTC28,-0.2787776026,0.4873543117
PRPSAP2,0.0665736945,0.8882037921
PEA15,0.0839511368,0.7437820465
RNF222,0.019492754,1
PNKD,0.2604466191,0.3789202527
CEND1,0.0195616224,1
ZNF260,-0.1370812808,0.7522054484
CD79A,-0.1011137836,1
C10orf68,-0.0077829061,1
RCAN3AS,0.0691000427,1
MXRA7,0.0524129283,0.8868917919
SRPK3,0.0284428373,1
YWHAE,-0.0027522716,0.9930473137
DAP3,0.1991988121,0.3887603824
XYLT1,-0.1744387788,0.8305674519
GORASP2,0.1368045399,0.4809549739
EML2,0.212891412,0.3384526754
PEAR1,0.2552205503,0.2127619446
SBSPON,0,1
KLHL7-AS1,-0.0693454746,1
MST1L,0.0810334597,1
TAF11,0.0877079893,0.7732660499
CHST9,-0.3614758033,0.5867758081
DDX24,0.1871385619,0.3641104104
GSPT2,-0.2385905194,0.5791865334
DDHD1,-0.2768327722,0.2686494998
HSD17B4,0.1541896691,0.3771265728
PAN3-AS1,-0.1115240406,1
CEP63,-0.0965384722,0.7777787653
CEP112,-0.0240716219,0.9682118504
PPP1R8,-0.0515010402,0.8893085969
MID1,-0.1657650643,0.3712994291
NECAB2,0,1
LANCL2,-0.0179095732,0.9752939565
SLC37A4,-0.0773359877,0.891088257
ADPGK,0.2063801238,0.1892011151
BRD3,-0.0217060291,0.9656506894
ZMYND11,-0.0719263216,0.7886516862
KLRAP1,0.2171379996,1
LOC100128398,0.0768137223,0.929678855
CCDC167,0.1733984853,0.6811607463
LRRC71,-0.1122235588,1
NFATC3,-0.1928438536,0.4191034134
ZNF528,-0.1251546464,0.7522938136
SLC25A15,-0.0855391923,0.891088257
LOC145783,0.2601672897,0.7379667896
SCN5A,-0.0510803328,1
DAAM2,-0.0282280694,1
MROH8,-0.2486326333,1
SLC22A18AS,0.2490480568,1
GPAT2,0.1722787324,0.852053128
LOC91450,-0.0919962149,1
DDX51,0.0815001126,0.8850802499
SMARCD3,0.0093496071,0.989115022
TMEM191C,-0.2699732843,1
ZNF576,0.0461766213,0.9370412349
ZNF319,0.4202406339,0.0505784517
NAA16,-0.1380929476,0.8234383423
MIR3916,-0.1745644917,0.8186973059
PRDM12,0.0450816015,1
CRTAP,-0.0743903936,0.6905089791
SAE1,0.087746752,0.7285340487
C8orf44,-0.5349884846,0.3465930239
GPR113,-0.0256528523,1
SLC16A13,0.4210781522,0.2556238224
ARNT,0.2499314432,0.2339586174
C11orf63,-0.1286061001,0.8131610312
CENPV,0.1347488174,0.8850802499
UBE2V1,0.0066888021,1
FAM196B,0.2813567496,1
FLJ41941,-0.0438308849,1
PROC,-0.2298754146,1
SMIM2-IT1,0,1
TRIM54,0,1
SLC30A8,-0.0357573742,1
ICA1L,0.1321218461,0.8797055348
IFT57,0.0336372426,0.9439100405
SLC6A15,0.1252508385,0.653188205
ATP9A,-0.1430309289,0.4513711815
ACVR2B-AS1,0.1001903357,1
CLDN9,0.2819623077,1
PCBD2,0.1906419612,0.7393682654
TRNAU1AP,0.0577867503,0.8893618873
SNORD80,0.0407867754,1
GPR97,-0.0785575908,1
PDIA2,-0.0779621815,1
MIR1281,-0.0418866543,1
TEX37,0.0778540702,1
ANKAR,-0.8642913304,0.0550447777
ZMAT2,-0.1297735544,0.7088905725
PLCG2,-0.0851857218,0.8875431517
TMEM98,-0.1068995032,0.708475473
THBS2,-0.2486169801,0.6545000329
CCDC41,-0.2418940271,0.613355643
FASTKD5,0.0719062288,0.8757563208
SNX25,-0.1716013386,0.6217003874
ZSCAN21,0.0699058137,0.8893263487
USP48,-0.1380796361,0.519611762
PIWIL1,0.1785412247,1
SLC29A2,0.3286945889,0.4429698574
LDLRAD4,-0.0428080716,1
AMN,0.1866558765,1
PAQR7,0.0211545424,0.9529315645
LRRK1,0.1672890948,0.6039151783
PTPRF,0.131688684,0.6254453504
CLDND2,0.1203693467,1
SEMA5B,0.1069921995,1
AMH,-0.0405456031,1
TRPM5,0,1
LOC144486,-0.3188729065,1
ASXL1,0.0933505132,0.6732558241
PNPLA7,-0.0140989556,1
KLHDC2,-0.095998556,0.8053763539
TFCP2,0.0938684119,0.7734960088
SCAMP2,0.1207261488,0.5860306257
SGSM1,0.2793476756,1
ACTG1P4,-0.0193949323,1
AAGAB,-0.1255626636,0.5338041394
RSRC1,-0.0388258573,0.9212049727
SLC2A4,-0.1416186541,1
DCLK2,-0.0929384931,1
UQCC,0.0870763157,0.8395585971
ECHDC3,0.0448144015,0.9663280896
VEPH1,0.2591613173,1
CMIP,0.058303646,0.7980055921
WNT16,-0.0948997521,1
PFKFB4,0.2327772341,0.299888708
MDH1,-0.1271553956,0.6488718133
FAM221A,-0.2059206647,1
PBXIP1,-0.116974779,0.6563609341
ABR,0.2834517384,0.1025881178
RRP7B,0.2782600926,0.6418817424
PCDHA11,0.156086745,1
BAHD1,-0.0340335918,0.9305232149
LCT,-0.0770538951,1
CAP1,0.0884854372,0.7564502689
CCDC65,0,1
LOC729966,0.262351467,0.7463157154
SLC35B4,0.1343428466,0.6289704909
CNTN1,-0.2242860469,0.5326089655
LOC339666,0.0450816015,1
CLCC1,-0.0299163037,0.930201126
HSD17B7,-0.2647956507,0.4684374453
EFHC1,-0.0776095738,0.8914717936
UCKL1-AS1,-0.0967519409,1
TRRAP,0.1373400219,0.455502795
MARK4,0.1032647195,0.5910870155
NUAK1,0.1935681937,0.4603193753
NAALAD2,0,1
SNRNP200,0.1120691052,0.5582967487
TSSK4,-0.0704463371,1
TMEM14B,0.0954661741,0.8506574997
SNORD59B,0.1481825842,1
PHKA1,-0.0604701717,0.8797055348
TWF2,0.2050773289,0.5344436109
FBXL22,-0.0273305249,1
LOC100287177,0.021625486,0.9831464953
FAM209A,-0.0623265863,1
DDX59,-0.0202444398,0.9726969778
ANO7,0.0308131966,0.9788607615
DPRXP4,0.0126431863,1
TINAG,-0.0428080716,1
CABP4,0.0195616224,1
ZNF843,-0.0370742771,1
FAM134A,-0.0356347072,0.9191587792
HCFC1,0.0536635556,0.9016233194
MRPS22,0.1640787403,0.5917312601
KDM2B,0.0924617649,0.797828392
CHRNB1,0.0537592611,0.8769505704
ZSCAN30,-0.2305730574,0.4101005019
PVRL1,-0.0286245764,0.9325685294
PIK3IP1,-0.0067516406,0.9869694704
TEX22,0.1742891633,1
HCG22,0.0844189527,1
FAM156A,-0.0562128255,1
LOC100506023,-0.0343482561,1
AMDHD1,-0.0802878559,1
HDAC11,-0.1946288277,0.4162654363
ADH5,0.0168080159,0.9618636429
RBM5,-0.029839743,0.9431158845
C1orf216,-0.1797557871,0.6258677356
ZNF469,-0.0438760785,0.9663280896
CASKIN2,-0.1452559969,0.7815885362
PRKG2,0.0168967845,0.9838271787
EPM2A,-0.1483652428,0.8653063804
HNRNPF,0.0945018705,0.736908483
KIF1A,0.2048480634,1
MLXIPL,-0.1073013649,1
PGBD3,-0.1660694907,0.76328931
OGT,-0.0784725001,0.7870815245
IDH3B,0.2574559156,0.0608098893
GPR63,-0.0928061819,0.928288255
HOXB2,0.0756048837,0.9292209583
SMKR1,0.0644344183,1
TTC21B,-0.2828922012,0.4753920806
SLC38A6,-0.2792947973,0.606463953
MPP2,-0.5696687253,0.287989084
TULP1,0.0456635501,1
WDR7,0.0864937747,0.8059751304
ALOX12,-0.1161914083,0.9029855279
PKIA,-0.3862166796,0.4445073788
QRICH1,0.1260030009,0.6022907405
OPHN1,0.022738285,0.9787027076
CIAO1,0.1073842649,0.5992743115
TMEM144,-0.2771254631,0.4209570786
ZBTB14,0.0034658385,0.9959357426
THEM5,0.0456635501,1
FABP3,0.1171903789,1
FAM206A,-0.1493611618,0.6635923409
PRR19,-0.0092067441,0.9937441724
STRADB,-0.3321836695,0.3114059187
ALS2CR12,-0.435809225,1
LIMS2,-0.0372401241,1
C12orf54,0.1505025702,0.8053763539
AKAP6,-0.1738061574,0.7428175876
C1orf131,0.0091052935,0.9877237447
MIR4653,0.1618075143,0.859747817
IWS1,0.2115295594,0.0775201119
SPATC1L,-0.0675789081,0.937085018
NDUFAF6,0.1198986833,0.8576304547
PPP1R36,-0.2032918261,1
CRY1,0.251374767,0.4874231345
GART,0.154690666,0.5561709133
AGGF1,-0.0599932368,0.8861783093
PMS1,-0.3713132745,0.1008237678
C6orf99,-0.2377536919,1
CDK5R2,-0.0561601311,0.9579482207
FAM101B,0.2464953923,0.7492562819
TJAP1,0.0173971619,0.9788607615
TBC1D1,0.1523754457,0.5653768847
MIR570,-0.0580143268,1
RP1,0.129185621,1
GTF2E1,-0.0277140037,0.9611179573
SLC2A11,-0.0157826815,0.9859679088
PROSC,-0.1199794145,0.7051619378
TMTC4,-0.3790092816,0.2611593999
GGT7,-0.1415851083,0.8702211211
CD96,-0.3182241702,1
KRTAP2-3,0.1855416101,0.7120022635
TSSK6,0.0779477656,1
FAM185A,0.1456096961,0.7923163828
GATAD2A,0.0853248449,0.8143217256
KIAA0391,0.141964681,0.5687965745
CLDN5,0,1
TRIM2,-0.3002797794,0.1647830136
NUP153,-0.1656930666,0.5617750109
ZFC3H1,-0.1152733321,0.7559190183
ARHGAP42,-0.0963722132,0.891088257
TAS2R5,-0.0307179739,0.9788206258
IDNK,-0.3604196653,0.6130015375
KIAA1549,-0.1196628188,0.8134832342
CYP2C8,-0.2175818983,1
ZFP1,0.1811713279,0.7448236599
WTH3DI,-0.1175722792,1
ZNF500,-0.1607044724,0.8007772791
FBXL20,-0.110667939,0.71887129
KBTBD3,-0.3294804813,0.519611762
NCOR1,-0.0418517064,0.855484044
PDSS1,0.3663681706,0.5440543094
USP44,0.1416158769,1
PDCL3P4,0.2888559604,0.7120022635
FGD5-AS1,-0.1057916281,0.6962992305
ZNF793,-0.1479871731,0.7863597016
NF2,0.1293847813,0.5449383429
KLHL8,0.0041998871,0.99537126
LRCH3,0.3282416332,0.1479353288
RBBP7,-0.0559508815,0.815064757
RCSD1,-0.4875406578,1
KCTD17,-0.1827454936,0.6902845523
SKI,0.1740163571,0.6172038234
KANSL3,0.0117624922,0.9765044926
SNORA4,0.0867388251,1
ERH,-0.2470407555,0.3608387262
LRRN4CL,0.0456635501,1
LBX2-AS1,-0.4728303742,0.4351740901
TSGA10,-0.1058346352,0.9097343121
IFT140,0.0116585726,0.986552987
AQR,-0.0514599298,0.9012591621
FN3KRP,-0.0400643309,0.9169058311
PPAPDC1A,0.0417920135,1
NOP14-AS1,0.2184830159,0.4423232242
HSD3BP4,-0.0447319424,1
FNDC5,-0.031239275,1
GEMIN8P4,-0.1033880986,1
LIN7B,0.0571733108,0.9568379941
HOMER2,0.0917298742,0.7241731703
C9orf114,0.1743871567,0.5678289231
ZFP30,-0.325579902,0.4369310969
MIR331,-0.0948997521,1
ANAPC15,0.0836185469,0.7437820465
TM2D3,-0.2119650658,0.63038955
VMP1,-0.0709195564,0.8220343543
NOL11,-0.0999153826,0.8322465615
FLJ31485,-0.0148212457,1
SPAG5-AS1,0.1758559677,1
MIR641,-0.0354033803,1
AQP1,-0.0115415448,1
CRISP3,-0.1810929765,1
PRSS30P,-0.0221943049,1
RSPO4,0.2256078424,1
C17orf74,0,1
UNG,-0.1452260796,0.5549584322
PCDHA3,0.0450816015,1
HAPLN2,0.0450816015,1
HECTD4,-0.0467352646,0.8763646235
RNF113A,0.1349857293,0.7103499201
METTL20,0.1291930237,0.89038159
CTAGE5,-0.0486093073,0.9078128045
NCEH1,0.1063994557,0.740934353
LTC4S,0.1157643153,1
C1orf192,-0.0577666767,1
KIAA0146,0.0244902262,0.9536488277
ANKRD42,0.1172902761,0.74286527
NIPSNAP1,0.1879127206,0.4058378223
MMP19,0.1060819805,0.9155064392
PLCXD2,0.3954664808,0.5331818395
AFP,-0.4076937677,1
TP53INP2,0.1326055759,0.5077932612
LOC100289019,0.2702290581,0.5032222972
MRE11A,-0.0482857995,0.9013967748
MTA2,0.0422659565,0.8567235344
ZBTB18,-0.116261885,0.8451122722
RALBP1,-0.0161152395,0.9719752805
CYB5R3,0.0881769801,1
ARL11,0.1109765888,1
SH3D21,0.2388783578,0.3038477951
SLC12A4,0.2357417058,0.148090451
CXorf28,-0.4891292899,0.4287883647
SRRM2-AS1,-0.230778749,1
LINC00674,-0.0491025345,0.8469060307
CBS,-0.0067199591,0.9937441724
MIR647,-0.1438688834,1
C16orf93,0.030604316,0.9793850241
COQ2,-0.2202300941,0.5561709133
ZNF785,-0.0218228698,0.9788607615
FAM109B,0.120864511,1
C20orf195,0.1765561273,1
METTL6,-0.2869560693,0.4264829811
FLJ44313,-0.3506802248,1
BRICD5,0.0787647495,0.9394422836
FLJ42969,0.0926343369,1
ZNF486,0.042981407,0.9428681122
ACAD11,0.0129089305,0.991197306
PCED1B-AS1,0.1481908846,1
PTPRJ,0.1166501236,0.7942483659
LOC550112,-0.0721977703,0.8420025944
WDR89,-0.0911788853,0.8893085969
TICAM2,0.0456635501,1
PSMD5,-0.0473490947,0.8893263487
KIF9-AS1,-0.2172420151,0.7857230132
YBX1,0.2313525773,0.1068370777
NUDT1,0.2875199485,0.5451866697
PLA2G10,-0.0764191762,1
FAM218A,0.0741226114,1
LINC00598,-0.2708442192,1
OPN5,0,1
GJA9-MYCBP,0.0385221105,1
LRR1,0.0335453854,0.9726969778
CCDC64,0.1330343872,0.8014373918
FKBP11,0.2749950948,0.4874231345
SNORD15B,0.1558299921,1
LEPROTL1,-0.0851747246,0.8138913103
CARM1,0.0299343226,0.9325685294
TEN1-CDK3,-0.0865571087,1
IGFN1,0.0782644445,0.9345178307
SLC25A38,0.1074744448,0.7599311299
CNOT2,-0.0136281398,0.969466985
LINC00665,0.2719101992,0.4528681925
LMAN2L,-0.2031500596,0.4404381106
UCP2,-0.2553421738,0.455502795
CCDC122,-0.3978696441,1
HGSNAT,0.0776120427,0.8256710501
FAM13C,-0.6233258174,0.2336127007
ACTG2,0,1
GABBR2,-0.1946966695,1
SIRPA,0.0040763126,0.9923362005
TTC23L,0.1628583829,1
MYO5C,0.1726832182,0.4768686492
TSPAN3,0.0344196304,0.9078128045
MSI2,-0.0272387249,0.9568907438
GLOD4,0.1129113082,0.6949529083
BRI3BP,-0.1093466174,0.855484044
SDC1,-0.0756246183,0.8024186589
TCEAL1,-0.0944631879,0.8463161078
ABT1,-0.0640818763,0.8708677308
BCL11B,-0.2974804543,0.4982406724
POLR3F,-0.0360999755,0.95555548
SRRM2,0.103531347,0.505473662
ZCRB1,-0.271703924,0.2187740656
ULK2,0.0254413938,0.9556652817
ATP11A,0.1991130522,0.3200712201
CMTM3,0.1923752386,0.4459424952
SPIN3,-0.4307496251,0.1840868117
ZNF32,-0.2151756554,0.6488718133
BAG2,-0.0289742112,0.9648452889
ITPRIPL1,0.0606955695,0.954237321
MTRF1,-0.0800609962,0.8892552813
CLCN4,0.1123304006,0.8641953034
CCDC103,0.354339614,0.4442123509
FOXN3-AS1,-0.2281576751,1
PFDN1,0.0877346665,0.76328931
AGR2,-0.1396873042,0.6495721087
KCNN4,0.0283206396,0.9551133559
GNL3L,0.0087935311,0.9805513816
BET1L,0.100700768,0.6697686121
TK2,-0.019634847,0.9682118504
FAM95B1,-0.1160714262,1
LRRIQ1,-0.3698362234,0.5653690598
TBL1X,0.1398925975,0.6678935846
MTERF,-0.3099778423,0.2084051308
LPXN,0.3178565095,0.1002246209
UNC80,-0.185855867,0.8293902892
ANKS6,0.1210385854,0.708475473
ADAD2,-0.1043192169,1
LONP2,0.0072974306,0.9798748755
ARL14EP,-0.0980206208,0.7917477558
ZCCHC4,-0.150714673,0.7777704321
GNN,-0.1575954219,1
SNW1,-0.156023924,0.6574860501
IMMT,0.1025140932,0.7278705053
CPSF6,0.044789039,0.8914717936
FAM210B,-0.2153731106,0.3643059184
PCAT1,-0.173789784,1
TBC1D30,-0.4187421671,0.4837025257
NLE1,0.2202449693,0.6000685416
TYW1,0.1318465404,0.6246503327
GABRB3,-0.0221913231,0.9806823947
MAPKAPK5,0.1842290536,0.4270068992
ARHGAP44,0.0057467472,0.9955942877
DES,0,1
LOC644554,-0.3743180773,1
LIPN,0,1
WDR5,0.054618187,0.8807509901
SEMA4C,0.0557397181,0.9110486201
KRBA2,-0.3300272368,0.6515335466
PAR5,-0.5332139666,0.3135597854
DERA,-0.0766543384,0.8311042037
ZNF48,0.0970410933,0.8573998866
SRRD,0.0781774855,0.891088257
CMTM1,0.2202255344,0.7943730657
SH2B2,-0.0700848057,0.9438587829
SETD9,0.3428775432,0.6342287661
LOC553103,-0.0067201488,0.9944153145
ZNF526,-0.1368645864,0.7350547224
SH2D4A,0.0501825208,0.891088257
METTL17,0.0167447356,0.9686765145
DMC1,-0.1299239397,1
ELF2,-0.3044397186,0.3891815831
XRCC5,0.0388807186,0.8783054234
RUFY2,-0.1948120535,0.6842972734
SFMBT1,-0.0379361933,0.9618166814
PMM2,0.1412329575,0.4431842841
TRIM27,0.2089838107,0.2462025889
LPCAT1,0.0158896991,0.9634841441
PLAC1,-0.0269910027,1
FAIM3,0.0264250598,0.9802686554
SH3TC2,0.2106560326,0.4373966316
POM121C,0.0551085682,0.8893085969
LRRC8A,0.0083558235,0.9860248613
CS,0.1549171988,0.3686651445
